Data Set 3:Time(s),Data Set 3:Potential(mV),Data Set 3:EKG(mV)
63.600000000000001,0.17431640625,0.1615675505384298
63.605000000000004,0.1412811279296875,0.17382233216600973
63.609999999999999,0.142578125,0.17542845589384501
63.615000000000002,0.1400604248046875,0.16998060848440541
63.620000000000005,0.0904693603515625,0.1596086233696806
63.625,0.1095428466796875,0.14491709843971806
63.630000000000003,0.13372802734375,0.1313999264415979
63.634999999999998,0.0625457763671875,0.1207821423179726
63.640000000000001,0.016845703125,0.10598953089923342
63.645000000000003,0.0472869873046875,0.085777419931835991
63.649999999999999,0.099395751953125,0.069733884257047962
63.655000000000001,0.0955810546875,0.064737048647571654
63.660000000000004,0.0536956787109375,0.066214833061186307
63.664999999999999,0.00921630859375,0.064511835292006992
63.670000000000002,0.005401611328125,0.055346685612181465
63.675000000000004,0.016845703125,0.042326843151249918
63.68,0.0066986083984375,0.030225521323382847
63.685000000000002,-0.0085601806640625,0.019696775926721435
63.690000000000005,-0.009857177734375,0.0099485154062725744
63.695,-0.0047454833984375,0.0017951568091713957
63.700000000000003,0.0028839111328125,-0.003305544754690316
63.704999999999998,0.0105133056640625,-0.0046720091859475494
63.710000000000001,-0.0123748779296875,-0.0039497802318577187
63.715000000000003,-0.014892578125,-0.0042095118439304836
63.719999999999999,-0.0200042724609375,-0.0064282330511801176
63.725000000000001,-0.056854248046875,-0.011488720054345418
63.730000000000004,-0.0467071533203125,-0.020180644179026246
63.734999999999999,-0.0314483642578125,-0.029114489836816519
63.740000000000002,-0.013671875,-0.033822781741235215
63.745000000000005,-0.02252197265625,-0.033648319187034356
63.75,-0.033966064453125,-0.031629068327548748
63.755000000000003,-0.0402984619140625,-0.030831403744396232
63.759999999999998,-0.0364837646484375,-0.031717928591010608
63.765000000000001,-0.014892578125,-0.03221329729806368
63.770000000000003,-0.002227783203125,-0.029672572264877697
63.774999999999999,0.0117340087890625,-0.023298869480017855
63.780000000000001,-0.0326690673828125,-0.016392161773077653
63.785000000000004,-0.0402984619140625,-0.014302454153316475
63.789999999999999,-0.0301513671875,-0.017251619630285216
63.795000000000002,-0.0479278564453125,-0.022370574957008504
63.800000000000004,-0.05303955078125,-0.029019903822244498
63.805,-0.064483642578125,-0.037014528433385381
63.810000000000002,-0.064483642578125,-0.045487245020849103
63.815000000000005,-0.05303955078125,-0.052631646353563891
63.82,-0.049224853515625,-0.056572577540553746
63.825000000000003,-0.0467071533203125,-0.057214753534313531
63.829999999999998,-0.0593719482421875,-0.056292041272332158
63.835000000000001,-0.0364837646484375,-0.054766443756940487
63.840000000000003,-0.0288543701171875,-0.05134639992953334
63.844999999999999,-0.014892578125,-0.045221864145012669
63.850000000000001,-0.0009307861328125,-0.036613164017651009
63.855000000000004,-0.00726318359375,-0.026731137900722061
63.859999999999999,0.013031005859375,-0.017050336828919811
63.865000000000002,0.029510498046875,-0.006914353064603581
63.870000000000005,0.0333251953125,0.0042077740651006359
63.875,0.067657470703125,0.0164585596236747
63.880000000000003,0.052398681640625,0.029643512839264054
63.884999999999998,0.00921630859375,0.039038816702772101
63.890000000000001,0.0066986083984375,0.040032412587400978
63.895000000000003,0.005401611328125,0.034426394605842597
63.899999999999999,-0.00604248046875,0.025845320362798633
63.905000000000001,-0.0517425537109375,0.014160586016398878
63.910000000000004,-0.033966064453125,-0.00081874350195937362
63.914999999999999,-0.003448486328125,-0.013714574274573697
63.920000000000002,-0.009857177734375,-0.019866004466084365
63.925000000000004,-0.014892578125,-0.020981099865446474
63.93,-0.041595458984375,-0.021405579429484015
63.935000000000002,-0.111480712890625,-0.027332006472502862
63.940000000000005,-0.2435455322265625,-0.048642877105473312
63.945,-0.3692779541015625,-0.094796542016220495
63.950000000000003,-0.4315338134765625,-0.16521647971563866
63.954999999999998,-0.3921661376953125,-0.24430458414912376
63.960000000000001,-0.3058013916015625,-0.30831750188323731
63.965000000000003,-0.1660308837890625,-0.33687184332870762
63.969999999999999,0.0638427734375,-0.31523379188100953
63.975000000000001,0.272125244140625,-0.2356380333750937
63.980000000000004,0.3877105712890625,-0.10707201147752335
63.984999999999999,0.366119384765625,0.041130980351791288
63.990000000000002,0.30645751953125,0.17223195933075663
63.995000000000005,0.2810516357421875,0.26305758317715167
64,0.2530517578125,0.31092746310100439
64.004999999999995,0.1997222900390625,0.32262231388663298
64.010000000000005,0.161651611328125,0.30639950174311381
64.015000000000001,0.18194580078125,0.2744034766199196
64.019999999999996,0.202239990234375,0.24160648310666294
64.025000000000006,0.193389892578125,0.2168678528344847
64.030000000000001,0.1476898193359375,0.19866881348922449
64.034999999999997,0.1133575439453125,0.1808357087574731
64.040000000000006,0.0854339599609375,0.15990925672741796
64.045000000000002,0.07269287109375,0.13657504879232629
64.049999999999997,0.08795166015625,0.11460268469571908
64.055000000000007,0.0904693603515625,0.098290798603668031
64.060000000000002,0.0511016845703125,0.086892897370137001
64.064999999999998,0.0105133056640625,0.074626504247610359
64.070000000000007,-0.013671875,0.057519821543872862
64.075000000000003,-0.002227783203125,0.037613383175191147
64.079999999999998,-0.013671875,0.019415500820009254
64.085000000000008,-0.0288543701171875,0.0041875792116134389
64.090000000000003,-0.0250396728515625,-0.0085224629323832849
64.094999999999999,-0.0047454833984375,-0.017061063158724611
64.099999999999994,0.0015869140625,-0.019631974311178416
64.105000000000004,-0.0200042724609375,-0.018269082890491853
64.109999999999999,-0.0250396728515625,-0.017155237649847138
64.114999999999995,-0.0250396728515625,-0.017830035653217377
64.120000000000005,-0.056854248046875,-0.020959947481115779
64.125,-0.0949249267578125,-0.029411356828671971
64.129999999999995,-0.06829833984375,-0.042672298083376484
64.135000000000005,-0.049224853515625,-0.054271331358649311
64.140000000000001,-0.04541015625,-0.059748580832104443
64.144999999999996,-0.0314483642578125,-0.059328425923116566
64.150000000000006,-0.0517425537109375,-0.055557448805521867
64.155000000000001,-0.08477783203125,-0.053586653560836424
64.159999999999997,-0.0872955322265625,-0.056965182557027642
64.165000000000006,-0.0911102294921875,-0.064283392026832892
64.170000000000002,-0.0936279296875,-0.072773025613442843
64.174999999999997,-0.0898895263671875,-0.08050802320129305
64.180000000000007,-0.0822601318359375,-0.085863833822942423
64.185000000000002,-0.0822601318359375,-0.088184863678052505
64.189999999999998,-0.0784454345703125,-0.088057121477265285
64.195000000000007,-0.04541015625,-0.084872680484744209
64.200000000000003,-0.014892578125,-0.076140770050650439
64.204999999999998,0.0105133056640625,-0.060780163442349183
64.210000000000008,0.0701751708984375,-0.038489754155226492
64.215000000000003,0.0791015625,-0.0098159416556179574
64.219999999999999,0.068878173828125,0.019810475163163716
64.224999999999994,0.0955810546875,0.045138910313702464
